0 ['keller', 'bombe', 'flugzeug', 'bunker', 'fliegen', 'krieg', 'haus', 'angriff', 'bombardieren', 'fallen', 'bombenangriff', 'hören', 'alarm', 'treffen', 'brennen', 'kaputt', 'stadt', 'zerstören', 'schlimm', 'flieger', 'schießen', 'spät', 'passieren', 'erleben', 'angst', 'nähe', 'fliegeralarm', 'luftschutzkeller', 'straße', 'transkript', 'evakuieren', 'amerikaner', 'tot', 'nachts', 'bomben', 'umkommen', 'ausgebombt', 'zerbombt', 'erinnern', 'luftangriffe', '43', 'pilot', 'luft', 'verbrennen', 'abschießen', 'splitter', 'letzter', 'schrecklich', 'explodieren', 'engländer', 'retten', 'kind', 'bauen', 'wohnen', 'tag', 'erde', 'amerikanisch', 'furchtbar', 'tiefflieger', 'luftangriff', 'bombardierung', 'dach', 'feuer', 'stelle', 'trümmer', 'werfen', 'himmel', 'siren', 'flamme', 'schwer', '44', '1944', 'flughafen', 'nah', 'bombardiern', 'maschine', 'meter', 'rannen', '45', 'springen', 'gott', 'brennend', 'dick', 'abwerfen', 'dresden', 'brandbombe', 'schutt', 'flak', 'verletzen', 'tote', 'beschießen', 'löschen', 'kriegsend', 'bomber', 'angreifen', 'zweiter', 'fenster', 'beschädigen', 'brand', 'verbinden']
118 ['geld', 'bezahlen', 'verdienen', 'kaufen', 'arbeit', 'kosten', 'rente', 'zahlen', 'pfennig', 'zeit', '50', 'sparen', 'tag', 'teuer', 'woche', 'lohn', 'schlecht', 'stunde', 'schwer', 'gehalt', '40', 'prozent', 'leisten', 'helfen', 'billig', '25', 'ausgeben', 'schaffen', '200', '400', '500', 'rechnen', 'reichen', 'preis', 'normal', 'kind', 'verkaufen', 'arbeitslos', 'anfang', 'miete', 'arm', 'abgeben', 'finanziell', 'verdienst', 'arbeiter', '150', 'kasse', '300', 'wohnung', 'fünfzig', '80', 'richtig', 'schön', 'urlaub', 'taschengeld', 'haushalt', '600', 'hingehen', 'hand', 'steuer', 'umsonst', 'staat', '1000', 'auszahlen', 'gekriegen', 'niedrig', 'groschen', 'versicherung', 'unterstützung', 'euro', 'zufrieden', 'einkaufen', 'verhältnis', 'essen', 'schicken', 'monatlich', 'vorteil', 'krieg', 'sozial', 'abziehen', 'beitrag', 'hälfte', '120', 'unterstützen', '800', 'prämie', 'rentner', 'versichern', 'ernähren', 'nebenbei', 'wert', '35', 'auto', 'zählen', '250', 'froh', '70', '90', 'mensch', '700']

119 ['jude', 'jüdisch', 'erinnern', 'synagoge', 'stadt', 'religiös', 'familie', 'vater', 'gemeinde', 'israel', 'rabbiner', 'nennen', 'bukarest', 'hebräisch', 'orthodox', 'tag', 'synagog', 'jiddisch', 'arbeit', 'ort', 'feiertag', 'rumänisch', 'schule', 'schicken', 'bruder', 'rabbi', 'zeit', 'mensch', 'schabbat', 'leisten', 'straße', 'zwangsarbeit', 'rumänien', 'lernen', 'pessach', 'freund', 'art', 'religion', 'helfen', 'galai', 'viertel', 'besuchen', 'beten', 'essen', 'brüder', 'bulgarisch', 'kippur', 'kind', 'nichtjude', 'zurückkehren', 'fräulein', 'ungarn', 'befinden', 'ungarisch', 'spät', 'haus', 'bulgarien', 'gesetz', 'gehören', 'problem', 'sofia', 'rosch', 'tora', 'foto', 'gebet', 'holocaust', 'verschieden', 'lage', 'bar', 'cheder', 'fromm', 'iassy', 'jeschiwa', 'eltern', 'nähe', 'erwähnen', 'passieren', 'fest', 'jom', 'kosch', 'cluj', 'vergessen', 'verlassen', 'christ', 'reich', 'staat', 'alter', 'sprache', 'dobritsch', 'erlauben', 'rumän', 'vorbereiten', 'bevölkerung', 'freitagabend', 'bedeuten', 'bart', 'zuhause', 'einhalten', 'antisemitismus', '1944']

120 ['gruppe', 'trinken', 'alkohol', 'synanon', 'therapie', 'droge', 'trocken', 'nüchtern', 'alkoholiker', 'abstinenz', 'problem', 'merken', 'süchtig', 'lernen', 'richtig', 'ändern', 'freund', 'abhängig', 'jüdisch', 'reden', 'abstinent', 'verändern', 'passieren', 'situation', 'sinn', 'phase', 'beziehung', 'angst', 'ziel', 'partnerschaft', 'gefühl', 'krankenhaus', 'saufen', 'normal', 'rückfall', 'woche', 'rauchen', 'erfahrung', 'rückfällig', 'bewusst', 'schritt', 'anfang', 'akzeptieren', 'trockenheit', 'krise', 'moment', 'anonym', 'umgehen', 'fähigkeit', 'freundin', 'zufrieden', 'beruflich', 'ansprechen', 'ausstieg', 'kennen', 'kopf', 'schaffen', 'zeit', 'einstellung', 'bewältigen', 'partner', 'entwickeln', 'wohnung', 'gesoffen', 'stoff', 'fühlen', 'meinung', 'körperlich', 'mitkriegen', 'kontakt', 'dauern', 'nüchternheit', 'gespräch', 'therapeut', 'entzug', 'zwischendurch', 'heroin', 'alkoholismus', 'offen', 'patient', 'süchtige', 'druck', 'job', 'geschichte', 'ehemalig', 'bier', 'schwierigkeit', 'positiv', 'gesundheitlich', 'funktionieren', 'lebst', 'annehmen', 'bezeichnen', 'körper', 'schuld', 'scheiße', 'hilfe', 'abhängigkeit', 'ehrlich', 'helfen']

121 ['drüben', 'berlin', 'westen', 'ddr', 'rüber', 'grenze', 'westberlin', 'leipzig', 'weimar', 'besuchen', 'westdeutschland', 'entlassen', 'cottbus', 'wohnen', 'besuch', 'tag', 'abhauen', 'melden', 'kennen', 'thüringen', 'bruder', 'bundesrepublik', 'treffen', 'erfurt', 'bad', 'jena', 'halle', 'antrag', 'ostberlin', 'ausweis', 'osten', 'woche', 'zug', 'urlaub', 'bahn', 'schwager', 'schicken', 'hannover', 'schwester', 'wussen', 'polizei', 'letzter', 'nattke', 'versuchen', 'möglichkeit', '51', 'abholen', 'verwandte', 'schwarz', 'potsdam', 'altenburg', 'rübergegang', '45', 'saalfeld', 'hamburg', 'kontrollieren', 'sachsen', 'ostzone', 'sbahn', 'ausreise', 'entlassung', 'offen', 'schwierigkeit', 'einsperren', 'kontrolle', 'ehemalig', 'verwandt', 'zweimal', 'stasi', 'verwandter', 'nennen', 'thüringer', 'mauerbau', 'beantragen', 'flüchten', 'bahnhof', 'auto', 'rübergefahr', 'stettin', 'gerhard', 'hinfahren', 'adresse', 'rentner', 'onkel', 'visum', 'flüchtling', 'westdeutsch', 'pass', 'vierteljahr', 'aufnehmen', 'eltern', 'angeben', 'geld', 'reise', 'mauer', 'rübergekommen', 'verbindung', 'eisenach', 'fahrn', 'wohnung']

122 ['essen', 'brot', 'kartoffel', 'kochen', 'gegessen', 'tag', 'suppe', 'hunger', 'fleisch', 'zucker', 'butter', 'küche', 'milch', 'wurst', 'mehl', 'woche', 'kaffee', 'lebensmittel', 'wasser', 'schlecht', 'gramm', 'aßen', 'abends', 'backen', 'tisch', 'fett', 'löffel', 'pfund', 'mittagessen', 'hungern', 'schmecken', 'speck', 'stückchen', 'salz', 'satt', 'aß', 'teller', 'eier', 'morgens', 'klauen', 'helfen', 'erinnern', 'sack', 'fisch', 'gebacken', 'scheibe', 'kaufen', 'zeit', 'kuchen', 'mittag', 'dick', 'hungrig', 'frühstück', 'gemüse', 'liter', 'schüssel', 'paket', 'arbeit', 'tauschen', 'dünn', 'schwer', 'topf', 'brötchen', 'sammeln', 'kilo', 'mitbringen', 'art', 'warm', 'karte', 'trinken', 'frisch', 'richtig', 'stehlen', 'kantine', 'issen', 'abend', 'schwarz', 'ernähren', 'reichen', 'käse', 'marmelade', 'tee', 'kohl', 'mittags', 'laib', 'öl', 'verteilen', 'trocken', 'rüben', 'bäcker', 'nennen', 'arm', 'kessel', 'tasche', 'rot', 'besorgen', 'koch', 'ration', 'steckrübe', 'verpflegung']

123 ['film', 'radio', 'kino', 'fernsehen', 'hören', 'erinnern', 'gehören', 'zeit', 'fernseher', 'musik', 'gerne', 'theater', 'zeitung', 'sendung', 'tanzen', 'nachricht', 'zeigen', 'spät', 'interessiert', 'sender', 'kaufen', 'drehen', 'krieg', 'fünfziger', 'abend', 'verbieten', 'abends', 'besonderer', '50er', 'apparat', 'erinnerung', 'amerikanisch', 'reden', 'wochenschau', 'mitkriegen', 'schauspieler', 'volksempfänger', 'ansehen', 'programm', 'jugend', 'interessant', 'freizeit', 'fallen', 'mitbekommen', 'lachen', 'angucken', 'verfolgen', 'westfernsehen', 'mode', 'schmeling', 'karte', 'bild', 'jazz', 'eindruck', 'anschauen', 'geraten', 'propaganda', 'tango', 'deutschland', 'senden', 'filmen', 'antenne', 'olympiade', 'marika', 'zdf', 'ereignis', 'schauspielerin', 'kassette', 'beeindrucken', 'rundfunk', 'art', 'englisch', 'dritter', 'teuer', 'medium', 'übertragen', 'hauptsächlich', 'anhören', 'fernsehapparat', 'sport', 'informieren', 'inhalt', 'ddr', 'max', 'fernseh', 'roll', 'ausländisch', 'schalten', 'modern', 'kamera', 'werbung', 'tanz', 'schlager', 'anschaffen', 'lautsprecher', 'rias', 'welt', 'röhre', 'begeistert', 'unterhaltung']

124 ['bochum', 'verein', 'bochumer', 'hattingen', 'wattenscheid', 'kennen', 'wohnen', 'krieg', 'dienstverpflichten', 'zeche', 'dienstverpflichtung', 'kran', 'langendreer', 'parallel', 'sauerland', 'ruhig', 'gehören', 'witten', 'herr', 'straßenbahn', 'stadt', 'arbeiter', 'essen', 'dortmund', 'meister', 'mhmm', 'pommern', 'bombe', 'hermann', 'herne', 'wern', 'sprockhövel', 'schonmal', 'blankenstein', 'sudetengau', 'calais', 'ruhr', 'tante', 'kollegin', 'hintergrund', 'betrieb', 'menne', 'ruhrgebiet', 'arbeitsamt', 'haushalt', 'toi', 'nett', 'weitmar', 'opa', 'werk', 'nachts', 'brigitte', 'fest', 'england', 'verheiraten', 'krank', 'stiepel', 'direktor', 'kraft', 'roland', 'kupferdreh', 'schmitt', 'renate', 'umstand', 'theater', 'rot', 'harpe', 'biernath', 'kortumstraße', 'stahlhause', 'geld', 'teils', 'alleestraße', 'brandenburg', 'dick', 'stadtteil', 'biggi', 'litzmannstadt', 'schürhoff', 'gewohnen', 'stolz', 'bundesbahn', 'hmmm', 'nachbarschaft', 'belastung', 'rathaus', 'freude', 'ulrich', 'opel', 'regent', 'hattinger', 'brake', 'ausländer', 'tot', 'prinz', 'griguhn', 'eickhoff', 'diplomingenieur', 'seufzt', '40']

